다가라, 111, 198, 28.313437404346494, 과체중
바차바, 77, 171, 26.332888752094664, 과체중
자자바, 84, 155, 34.96357960457856, 과체중
나다나, 91, 151, 39.91053023990176, 과체중
파자바, 113, 184, 33.37665406427221, 과체중
사라다, 92, 165, 33.792470156106525, 과체중
자자카, 73, 156, 29.996712689020377, 과체중
바아사, 68, 166, 24.677021338365513, 정상 체중
아나차, 61, 154, 25.72103221453871, 과체중
아카다, 108, 169, 37.813802037743784, 과체중
차다라, 87, 159, 34.41319568055061, 과체중
다카마, 52, 184, 15.359168241965973, 저체중
다카라, 54, 197, 13.914298229792058, 저체중
바차사, 98, 167, 35.139302233855645, 과체중
아카다, 107, 165, 39.30211202938476, 과체중
바마가, 119, 183, 35.534055958672994, 과체중
카자나, 114, 191, 31.24914338970971, 과체중
차바차, 60, 152, 25.969529085872576, 과체중
하하라, 62, 184, 18.312854442344044, 저체중
나자타, 52, 158, 20.82999519307803, 정상 체중
카바사, 83, 174, 27.414453692693883, 과체중
차다타, 60, 165, 22.03856749311295, 정상 체중
사가파, 90, 167, 32.2707877657858, 과체중
자가나, 87, 156, 35.74950690335305, 과체중
다아카, 61, 180, 18.827160493827158, 정상 체중
파하차, 64, 173, 21.383941996057334, 정상 체중
타다차, 102, 181, 31.13458075150331, 과체중
다나아, 61, 187, 17.444021847922443, 저체중
가바라, 105, 167, 37.64925239341676, 과체중
차바파, 58, 164, 21.564544913741823, 정상 체중
나하차, 79, 166, 28.668892437218755, 과체중
마라파, 99, 159, 39.15984336062655, 과체중
사차사, 98, 185, 28.634039444850252, 과체중
차나사, 54, 185, 15.777940102264425, 저체중
마마나, 69, 164, 25.654372397382513, 과체중
바다바, 62, 191, 16.995148159315807, 저체중
바차자, 99, 175, 32.326530612244895, 과체중
라카다, 69, 182, 20.830817534114235, 정상 체중
타자마, 118, 176, 38.09400826446281, 과체중
바바마, 75, 184, 22.152646502835537, 정상 체중
하타카, 78, 151, 34.209025919915796, 과체중
나마라, 105, 157, 42.598077001095376, 과체중
파자차, 92, 163, 34.62682073092702, 과체중
아하다, 117, 185, 34.18553688823959, 과체중
나카나, 69, 153, 29.475842624631554, 과체중
바가자, 80, 163, 30.11027889645828, 과체중
가카나, 86, 183, 25.680074054167036, 과체중
가파하, 116, 176, 37.44834710743802, 과체중
마아차, 112, 165, 41.13865932047751, 과체중
사라자, 107, 171, 36.592455798365314, 과체중
타바마, 108, 177, 34.47285262855501, 과체중
아아파, 100, 195, 26.298487836949377, 과체중
아마라, 92, 189, 25.755158030290307, 과체중
자파마, 82, 154, 34.57581379659302, 과체중
나파자, 97, 152, 41.98407202216067, 과체중
다사나, 50, 169, 17.506389832288786, 저체중
바다타, 106, 186, 30.63938027517632, 과체중
카아하, 108, 191, 29.60445163235657, 과체중
사마바, 113, 152, 48.909279778393355, 과체중
차차마, 66, 151, 28.946098855313362, 과체중
하나라, 114, 169, 39.91456881761844, 과체중
파아아, 83, 173, 27.732299776136855, 과체중
사라나, 119, 187, 34.03014098201263, 과체중
마나타, 94, 192, 25.499131944444446, 과체중
마아라, 110, 198, 28.058361391694724, 과체중
하나바, 76, 185, 22.205989773557338, 정상 체중
사카가, 89, 186, 25.725517400855587, 과체중
카카사, 113, 187, 32.31433555434813, 과체중
파가하, 86, 185, 25.127830533235937, 과체중
자가가, 71, 185, 20.74506939371804, 정상 체중
카마파, 116, 166, 42.09609522427058, 과체중
자나사, 64, 156, 26.298487836949374, 과체중
자카바, 54, 191, 14.802225816178286, 저체중
차하타, 65, 172, 21.971335857220122, 정상 체중
타자바, 119, 186, 34.39704012024511, 과체중
차파차, 67, 195, 17.61998685075608, 저체중
마마차, 90, 155, 37.460978147762745, 과체중
아바마, 98, 185, 28.634039444850252, 과체중
아마라, 58, 181, 17.70397729007051, 저체중
아바카, 81, 166, 29.3946871824648, 과체중
바나다, 82, 195, 21.56476002629849, 정상 체중
나나타, 53, 189, 14.837210604406373, 저체중
바바마, 82, 171, 28.042816593139772, 과체중
자나사, 100, 152, 43.282548476454295, 과체중
라차카, 118, 163, 44.41266137227596, 과체중
하파아, 78, 176, 25.180785123966942, 과체중
파타라, 62, 180, 19.1358024691358, 정상 체중
나사파, 82, 164, 30.487804878048784, 과체중
사사나, 86, 170, 29.75778546712803, 과체중
다사바, 64, 163, 24.088223117166624, 정상 체중
라카가, 98, 164, 36.43664485425343, 과체중
아자마, 81, 158, 32.446723281525394, 과체중
마라차, 61, 171, 20.86111966075032, 정상 체중
카마마, 106, 184, 31.30907372400756, 과체중
타파사, 80, 193, 21.47708663319821, 정상 체중
아카자, 50, 186, 14.452537865649207, 저체중
자바사, 104, 185, 30.38714390065741, 과체중
라카카, 117, 183, 34.93684493415748, 과체중
라마마, 64, 176, 20.66115702479339, 정상 체중
마아사, 114, 173, 38.090146680477126, 과체중
